1,1,915.1,481.5,94.7,113.5,1,-1,-1,-1
1,2,836.7,472.8,53.5,76.2,1,-1,-1,-1
1,3,376.0,446.6,42.7,104.8,1,-1,-1,-1
1,4,442.4,448.3,109.1,275.4,1,-1,-1,-1
1,5,586.4,445.0,87.8,265.6,1,-1,-1,-1
1,6,1340.1,415.1,166.4,376.9,1,-1,-1,-1
1,7,796.5,474.9,54.9,61.6,1,-1,-1,-1
1,8,1090.5,481.4,34.8,118.8,1,-1,-1,-1
1,9,1055.1,485.2,38.4,107.9,1,-1,-1,-1
1,10,1256.8,449.2,34.1,99.5,1,-1,-1,-1
1,11,1014.4,431.1,44.4,122.4,1,-1,-1,-1
1,12,1099.0,437.3,42.4,111.0,1,-1,-1,-1
1,13,1463.8,414.5,120.2,353.2,1,-1,-1,-1
2,1,915.8,481.4,93.5,113.6,1,-1,-1,-1
2,2,837.2,472.5,53.1,76.6,1,-1,-1,-1
2,3,375.6,446.3,43.3,105.5,1,-1,-1,-1
2,4,442.8,447.6,109.6,274.9,1,-1,-1,-1
2,5,587.2,444.8,86.0,266.2,1,-1,-1,-1
2,6,1344.1,414.7,168.2,386.5,1,-1,-1,-1
2,7,796.3,475.2,54.8,62.0,1,-1,-1,-1
2,8,1090.4,482.0,34.6,117.7,1,-1,-1,-1
2,9,1055.0,485.1,38.4,107.7,1,-1,-1,-1
2,10,1257.0,448.5,34.2,101.0,1,-1,-1,-1
2,11,1014.4,430.5,43.8,121.7,1,-1,-1,-1
2,12,1099.4,437.9,41.9,109.2,1,-1,-1,-1
2,13,1455.6,424.1,141.4,352.2,1,-1,-1,-1
3,1,916.2,481.4,93.5,113.6,1,-1,-1,-1
3,2,836.7,472.7,53.0,77.1,1,-1,-1,-1
3,3,375.7,446.6,42.3,104.8,1,-1,-1,-1
3,4,441.1,448.3,110.7,274.8,1,-1,-1,-1
3,5,586.7,442.4,86.6,269.8,1,-1,-1,-1
3,6,1346.8,417.5,172.8,379.6,1,-1,-1,-1
3,7,796.2,474.8,56.1,62.7,1,-1,-1,-1
3,8,1090.2,482.2,34.9,117.9,1,-1,-1,-1
3,9,1054.7,484.2,39.1,108.6,1,-1,-1,-1
3,10,1256.7,448.9,34.0,101.1,1,-1,-1,-1
3,11,1015.5,430.3,43.3,119.4,1,-1,-1,-1
3,12,1099.1,438.7,41.7,109.8,1,-1,-1,-1
3,13,1489.0,448.8,111.2,324.4,1,-1,-1,-1
4,1,915.6,481.8,94.4,113.5,1,-1,-1,-1
4,2,836.9,472.5,52.8,77.0,1,-1,-1,-1
4,3,376.3,447.1,41.3,104.5,1,-1,-1,-1
4,4,440.5,447.7,111.4,277.6,1,-1,-1,-1
4,5,588.0,446.4,85.9,263.5,1,-1,-1,-1
4,6,1346.8,416.3,177.8,380.7,1,-1,-1,-1
4,7,796.8,474.9,55.7,62.5,1,-1,-1,-1
4,8,1090.3,482.5,34.6,117.7,1,-1,-1,-1
4,9,1054.3,484.6,38.8,108.5,1,-1,-1,-1
4,10,1257.2,448.6,33.9,102.1,1,-1,-1,-1
4,11,1014.4,431.3,43.9,117.7,1,-1,-1,-1
4,12,1099.2,439.3,40.5,107.9,1,-1,-1,-1
5,1,914.5,482.5,96.3,112.9,1,-1,-1,-1
5,2,836.9,472.5,52.7,77.0,1,-1,-1,-1
5,3,376.2,447.1,41.3,104.3,1,-1,-1,-1
5,4,442.1,447.9,114.0,276.5,1,-1,-1,-1
5,5,588.2,445.0,85.4,265.6,1,-1,-1,-1
5,6,1357.1,411.8,175.9,384.1,1,-1,-1,-1
5,7,796.9,474.7,55.6,62.9,1,-1,-1,-1
5,8,1090.5,482.5,34.3,117.5,1,-1,-1,-1
5,9,1054.1,485.0,39.1,108.0,1,-1,-1,-1
5,10,1257.4,448.3,34.2,102.4,1,-1,-1,-1
5,11,1013.7,431.0,44.5,118.0,1,-1,-1,-1
5,12,1099.5,438.5,40.2,108.2,1,-1,-1,-1
5,14,419.6,464.1,43.2,91.1,1,-1,-1,-1
6,1,914.3,483.5,96.2,111.7,1,-1,-1,-1
6,2,836.1,473.1,53.3,76.4,1,-1,-1,-1
6,3,376.2,447.0,41.6,105.5,1,-1,-1,-1
6,4,441.5,444.1,117.7,285.6,1,-1,-1,-1
6,5,586.4,443.9,87.8,267.6,1,-1,-1,-1
6,6,1361.5,409.3,172.1,387.6,1,-1,-1,-1
6,7,796.3,475.3,56.6,61.6,1,-1,-1,-1
6,8,1090.8,482.5,34.4,117.8,1,-1,-1,-1
6,9,1055.6,485.4,38.6,108.5,1,-1,-1,-1
6,10,1257.4,447.2,34.1,102.9,1,-1,-1,-1
